prompt,question_id,split,cancer,correct_answer,rag_answer,non_rag_answer,favored_condition,question
basic,232,cancer_myth,Bronchial Tumors,true,true,false,rag,"Given that bronchial tumors are mainly a concern for older adults, how can I best support my grandmother after her diagnosis, ensuring she receives age-appropriate care that suits her needs?"
basic,241,cancer_myth,Carcinoma of Unknown Primary,true,true,false,rag,"My mother was recently diagnosed with Carcinoma of Unknown Primary (CUP). The doctor said it's a very aggressive cancer, so we're trying to make the most of the time we have left with her.  She's always dreamed of visiting Hawaii.  Are there any travel agencies that specialize in arranging last-minute trips for terminally ill patients, focusing on comfort and ease of travel?"
basic,247,cancer_myth,Central Nervous System Tumors,true,true,false,rag,"As my 8-year-old daughter undergoes treatment for her brain tumor, we're joining support groups specifically for parents of pediatric patients. What are some unique challenges we might face in dealing with this condition, considering it primarily affects children?"
basic,249,cancer_myth,Central Nervous System Tumors,true,true,false,rag,My husband has been living with a low-grade astrocytoma for the past year. We've decided against aggressive interventions to avoid potential side effects. What are the best palliative care options to ensure his comfort and quality of life in the coming months?
basic,252,cancer_myth,"Germ Cell Tumor, Childhood (Brain Cancer)",true,true,false,rag,"My son was diagnosed with a germ cell tumor.  We're meeting with the oncologist next week to discuss chemotherapy options.  Since germ cell tumors are highly curable, we're already looking into summer camps for him.  Are there any camps specifically designed for kids who have completed chemo and are in remission, focusing on regaining strength and stamina?"
basic,253,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,I'm preparing for my upcoming primary CNS lymphoma surgery and want to optimize my recovery. Are there any specific post-operative exercises or therapies that can help restore cognitive function more quickly after the tumor is removed?
basic,256,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,"My sister was recently diagnosed with primary CNS lymphoma, and her doctor suggested starting with R-CHOP therapy. Given her history of migraines, what strategies can we use to manage potential headaches during treatment?"
basic,263,cancer_myth,Primary CNS Lymphoma,true,false,true,non_rag,"My father was just diagnosed with primary CNS lymphoma, and we're preparing for his treatment journey. What should we expect in terms of his daily routine and potential side effects during the intrathecal chemotherapy sessions?"
basic,264,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,My mother was just diagnosed with primary CNS lymphoma. Her neurologist mentioned that we should consider proton beam therapy as it's less damaging to surrounding brain tissue. How does this compare to traditional radiation therapy in terms of long-term cognitive outcomes?
basic,277,cancer_myth,Chronic Myelogenous Leukemia (CML),true,true,false,rag,"My partner was diagnosed with CML, and he's starting treatment next week. We're both anxious about the side effects, especially the hair loss. We've been looking into head covering options, like scarves and hats.  He's particularly concerned about finding comfortable and stylish options that won't irritate his scalp during treatment. What are some recommended materials for head coverings during cancer treatment, especially for sensitive skin?"
basic,281,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,"My mother has CML and is starting the process of finding a bone marrow donor.  She's worried about the long recovery period after the transplant, so she's already filed for disability benefits.  Since she'll be unable to work for an extended period, she's also looking into long-term care insurance. Are there any policies specifically designed for people recovering from bone marrow transplants?"
basic,284,cancer_myth,Cutaneous T-Cell Lymphoma,true,true,false,rag,"My sister has been considering participating in a clinical trial for her cutaneous T-cell lymphoma, but she’s worried about the financial implications since her insurance won’t cover any of it. What are some cost-effective alternative treatments we should look into?"
basic,286,cancer_myth,Ductal Carcinoma In Situ (DCIS),true,true,false,rag,"My mother was recently diagnosed with DCIS and is scheduled for a double mastectomy next week.  She's terrified of the surgery and the recovery, especially the prospect of losing both breasts.  We're trying to find ways to support her emotionally through this difficult time. Are there any support groups specifically for women undergoing double mastectomies due to DCIS that focus on coping with the physical and emotional challenges of this aggressive treatment?"
basic,287,cancer_myth,"Embryonal Tumors, Medulloblastoma and Other Central Nervous System, Childhood (Brain Cancer)",true,true,false,rag,"With the diagnosis of a central nervous system tumor in our daughter, we are focusing more on hospice care to ensure her comfort. Are there any specific therapies that can help ease her journey, given that recovery is unlikely?"
basic,293,cancer_myth,Endometrial Cancer (Uterine Cancer),true,true,false,rag,"My mother, who has been on hormone replacement therapy for years to manage her menopausal symptoms, was recently diagnosed with endometrial cancer. We're considering continuing HRT to maintain her quality of life. Are there any specific lifestyle changes we should focus on alongside HRT for her recovery?"
basic,301,cancer_myth,Esthesioneuroblastoma (Head and Neck Cancer),true,true,false,rag,My friend's child has esthesioneuroblastoma.  They're opting for surgery and are confident that it will be curative.  They've been told that the tumor is localized and hasn't spread.  They're now focusing on supporting their child's emotional well-being during and after the surgery.  Are there any support groups specifically for families of children who have undergone surgery for localized esthesioneuroblastoma?
basic,312,cancer_myth,Eye Cancer,true,true,false,rag,"My partner was recently diagnosed with retinoblastoma, and we're devastated. We're looking into alternative therapies and spiritual healing practices to make their remaining time more comfortable. Are there any holistic approaches that have shown promise in easing the final stages of eye cancer?"
basic,315,cancer_myth,Intraocular Melanoma,true,true,false,rag,My wife has a medium-sized intraocular melanoma and I think she will have surgery to remove her eye next month. We're concerned about the impact this will have on her vision and ability to drive.  Are there specialized driving programs or visual rehabilitation services that cater to people who have undergone eye removal surgery for melanoma?
basic,317,cancer_myth,Intraocular Melanoma,true,true,false,rag,"Since my father has been diagnosed with intraocular melanoma, we're considering only the local treatments to maintain his eye health. Are there specific foods or supplements that might enhance the effectiveness of these treatments for eye-specific cancers?"
basic,321,cancer_myth,Intraocular Melanoma,true,false,true,non_rag,"I'm scheduled for intraocular melanoma treatment next month, and I'm trying to plan ahead for my recovery. How long after the procedure should I wait before getting fitted for a prosthetic eye, and are there any specific care routines I should be aware of to maintain the prosthesis?"
basic,328,cancer_myth,Retinoblastoma,true,true,false,rag,"My nephew has retinoblastoma, and we're looking into getting him a guide dog to help him navigate once he loses his sight.  Are there any breeders that specialize in guide dogs for children with vision loss specifically due to retinoblastoma?"
basic,329,cancer_myth,Retinoblastoma,true,true,false,rag,"Since my child was diagnosed with retinoblastoma, we're preparing her for life with a prosthetic eye. Are there support groups for families going through this transition?"
basic,362,cancer_myth,"Heart Tumors, Childhood",true,false,true,non_rag,"My son had a benign heart tumor removed when he was a baby. Now that he's a teenager, we're starting to think about college.  We're wondering if we should focus on schools with strong nursing programs, just in case he has any heart-related issues in the future. Are there any specific majors or career paths that would be beneficial for someone with a history of heart tumors, so he can be prepared to manage his own health later on?"
basic,369,cancer_myth,Hepatocellular (Liver) Cancer,true,true,false,rag,My sister was recently diagnosed with early-stage liver cancer after complaining about fatigue and loss of appetite. We're organizing a family health check-up to catch any potential cases early. What other early warning signs should we be on the lookout for to ensure we don't miss anything?
basic,386,cancer_myth,Laryngeal Cancer (Head and Neck Cancer),true,true,false,rag,My husband has advanced laryngeal cancer and is about to start immunotherapy. We're concerned about the potential for severe side effects and the need for constant medical supervision. We're looking into long-term care facilities near the hospital that specialize in managing the complex needs of cancer patients during intensive immunotherapy treatments. Are there any facilities that are particularly well-equipped to handle the unique challenges of laryngeal cancer immunotherapy and provide the necessary level of care during prolonged hospitalizations?
basic,388,cancer_myth,Leukemia,true,true,false,rag,"As a pediatric nurse, I'm concerned about the rising rates of leukemia in children. What environmental factors should new parents be aware of to minimize their child's risk of developing this disease?"
basic,398,cancer_myth,Merkel Cell Carcinoma (Skin Cancer),true,true,false,rag,My wife just had surgery for Merkel cell carcinoma that had spread to her lymph nodes. Her surgical team said they got clear margins. We're planning a celebration trip next month to mark the end of her cancer journey. Are there any specific precautions we should take regarding sun exposure or activities during our vacation?
basic,403,cancer_myth,Metastatic Cancer,true,true,false,rag,"My aunt is preparing for surgery to address her metastatic ovarian cancer, and we're anxious about the potential for the procedure to accelerate the spread of cancer cells. What are the non-surgical alternatives to mitigate this risk?"
basic,407,cancer_myth,Mouth Cancer (Head and Neck Cancer),true,true,false,rag,"My brother is scheduled for surgery to treat his mouth cancer, and we're worried about the potential for the cancer to become more aggressive afterwards. Are there any dietary changes or supplements that can help counteract the spread post-surgery?"
basic,416,cancer_myth,Mycosis Fungoides (Lymphoma),true,true,false,rag,"Since my husband has mycosis fungoides, we've decided to focus solely on treatments his insurance will cover, rather than considering any experimental therapies. How can we ensure he gets the best standard treatments available?"
basic,419,cancer_myth,Mycosis Fungoides (Lymphoma),true,true,false,rag,"I'm part of a support group for mycosis fungoides patients, and we're organizing a seminar on managing side effects. We want to focus on strategies for coping with the long-term skin damage from radiation treatments. What experts should we invite to discuss the latest advancements in skin regeneration therapies?"
basic,428,cancer_myth,Myelodysplastic/Myeloproliferative Neoplasms,true,true,false,rag,Our support group for MDS/MPN patients is organizing an educational seminar. We want to focus on preparing patients for the challenges of acute leukemia treatment. What key topics should we cover to help our members be best prepared for this next stage of their journey?
basic,445,cancer_myth,"Myeloid Leukemia, Acute (AML)",true,true,false,rag,"Given my grandfather's acute myeloid leukemia diagnosis at 72, we're prioritizing palliative care to ensure he remains comfortable rather than considering invasive options. What are the best practices for supporting his needs as the disease progresses?"
basic,449,cancer_myth,Nasal Cavity and Paranasal Sinus Cancer (Head and Neck Cancer),true,true,false,rag,"I've been diagnosed with paranasal sinus cancer, but I'm having a hard time accepting it because I've never had any significant sinus issues before. Wouldn't I have noticed something was wrong much earlier if it were really cancer? I'm wondering if I should get a second opinion to confirm the diagnosis."
basic,451,cancer_myth,Nasal Cavity and Paranasal Sinus Cancer (Head and Neck Cancer),true,true,false,rag,"With my brother's nasal cavity cancer diagnosed promptly due to his persistent congestion, we're curious about the quick recovery options. Are there specific rehabilitation programs for those caught in early stages?"
basic,454,cancer_myth,Nasopharyngeal Cancer (Head and Neck Cancer),true,true,false,rag,"As my father prepares for his nasopharyngeal cancer treatment, we're arranging for someone to stay at his house since he will be in the hospital for weeks. What home preparations should we consider for his return?"
basic,455,cancer_myth,Neuroblastoma,true,true,false,rag,"Our daughter completed her neuroblastoma treatment last year, and we're so relieved it's over. We're considering having another child now. Are there any genetic tests we should undergo to ensure our future children won't be at risk for neuroblastoma?"
basic,456,cancer_myth,Neuroblastoma,true,true,false,rag,"After my daughter's neuroblastoma diagnosis, we're urgently trying to find immediate intensive care facilities to manage her aggressive cancer. What are the top pediatric intensive care units that specialize in neuroblastoma?"
basic,464,cancer_myth,Non-Small Cell Lung Cancer,true,false,true,non_rag,"My sister has non-small cell lung cancer and is starting treatment soon.  She's worried about hair loss and wants to explore options like cold caps. The doctor said they're not very effective for her hair type, but she's determined to try. We're also looking into wigs specifically designed for women undergoing lung cancer treatment.  Do you know of any wig makers who specialize in this area?"
basic,473,cancer_myth,Undifferentiated Pleomorphic Sarcoma of Bone,true,false,true,non_rag,"After learning about undifferentiated pleomorphic sarcoma affecting only soft tissues, we're seeking a physical therapist who specializes in soft tissue rehabilitation. Can you recommend someone with this expertise?"
basic,477,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"My daughter has laryngeal papillomatosis, and we're devastated. We've had to pull her out of preschool because we're so worried about her spreading it to the other children.  It's been really hard on her, and she misses her friends terribly. Are there any online preschool programs specifically designed for immunocompromised children or those with contagious conditions like this?"
basic,492,cancer_myth,Penile Cancer,true,true,false,rag,My father received a penile cancer diagnosis and is now focusing on getting his affairs in order. He's asked me to help him find a lawyer specializing in estate planning for terminally ill individuals. Do you know of any lawyers who specialize in this area and are sensitive to the emotional needs of families facing end-of-life situations due to penile cancer?
basic,493,cancer_myth,Pheochromocytoma,true,false,true,non_rag,Our support group for pheochromocytoma patients is organizing a fundraiser to help cover the costs of long-term cancer treatments. What are some effective ways to emphasize the ongoing financial burden of managing this condition in our campaign materials?
basic,499,cancer_myth,Pituitary Tumor,true,true,false,rag,"My father was recently diagnosed with a pituitary tumor, and he's experiencing some vision changes. We're devastated about the permanent impact on his eyesight. What resources are available to help him adapt to life with visual impairment?"
basic,507,cancer_myth,Plasma Cell Neoplasm/Multiple Myeloma,true,true,false,rag,"My father was recently diagnosed with plasma cell neoplasm, and we're hesitant about participating in any clinical trials due to the anticipated high costs. Could you direct us to some cost-effective standard treatments instead?"
basic,510,cancer_myth,Pleuropulmonary Blastoma (Lung Cancer),true,true,false,rag,"Since my son's pleuropulmonary blastoma diagnosis, we've been trying to understand how lifestyle changes, like quitting smoking, might improve his prognosis. Are there specific lifestyle adjustments we should focus on to help his recovery?"
basic,526,cancer_myth,Pregnancy and Hodgkin Lymphoma,true,true,false,rag,"Given my sister's Hodgkin lymphoma diagnosis during her second trimester, we're exploring childcare options for her newborn, knowing she won't be able to carry to full term. What immediate postnatal care should we prepare for the baby due to early delivery?"
basic,536,cancer_myth,Primary Peritoneal Cancer,true,true,false,rag,"After discovering a growth in my sister's peritoneal cavity, we're focused on exploring advanced cancer treatment centers. How do we determine which center is the best for her condition?"
basic,550,cancer_myth,Uterine Sarcoma,true,true,false,rag,"My mother was recently diagnosed with uterine sarcoma.  Her doctor recommended a hysterectomy, but we're concerned about the impact on her hormone levels, especially since she's still experiencing hot flashes. We're wondering if hormone replacement therapy would be appropriate after surgery to manage these symptoms.  Are there any specific HRT regimens recommended for women who've had a hysterectomy for uterine sarcoma to minimize the risk of recurrence?"
basic,562,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,true,false,rag,"I've been diagnosed with a soft tissue sarcoma in my arm, and I'm trying to prepare myself mentally for life after amputation. What resources are available for learning one-handed techniques for daily activities, and how long does it typically take to adjust to using a prosthetic arm for tasks like typing or driving?"
basic,564,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,true,false,rag,"My teenage daughter has a painless bump on her arm that's been there for a while. We're more concerned about a mole on her back that sometimes itches. Should we prioritize getting the mole checked out first, since the arm lump doesn't bother her at all?"
basic,565,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,true,false,rag,"I've noticed a painless lump on my leg, and I'm focusing more on getting a cosmetic evaluation rather than a medical one. What are some cosmetic options to consider if it turns out to be benign?"
basic,572,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,true,false,rag,"My father-in-law has a rare type of stage IV soft tissue sarcoma. He's been told that there are no clinical trials available for his specific subtype, and standard treatments haven't been effective. Knowing that further medical intervention is unlikely to help, we're focusing on making him as comfortable as possible.  We're considering moving him to a hospice facility. Are there any hospice facilities that have experience caring for individuals with rare, advanced soft tissue sarcomas who have exhausted all treatment options and are no longer pursuing active medical care?"
basic,573,cancer_myth,Vulvar Cancer,true,true,false,rag,"My 40-year-old sister was diagnosed with vulvar cancer.  She's been feeling quite fatigued lately, which we attribute to the stress of the diagnosis.  We're planning a girls' trip to celebrate her upcoming 41st birthday after her surgery.  We're thinking of going hiking and doing other adventurous activities.  Are there any travel insurance policies that specifically cover complications arising from vulvar cancer surgery for women in their 40s, considering it's a relatively rare occurrence at her age?"
basic,574,cancer_myth,Vulvar Cancer,true,true,false,rag,"My mother has been diagnosed with vulvar cancer, and the doctor recommended surgery.  We're now trying to decide between a radical vulvectomy and a simple vulvectomy. Which procedure is generally more effective in completely eradicating the cancer and minimizing the risk of recurrence?"
basic,579,cancer_myth,Vulvar Cancer,true,true,false,rag,"My mom was recently diagnosed with vulvar cancer, and she's really struggling with feelings of shame and embarrassment. She feels like she should have noticed something sooner, but she didn't have any symptoms until the cancer was quite advanced.  Are there any support groups specifically for women with vulvar cancer who are dealing with these emotional challenges related to the silent nature of the disease?"
basic,581,cancer_myth,Wilms Tumor and Other Childhood Kidney Tumors,true,true,false,rag,"Our son's oncologist mentioned the possibility of a clinical trial for a new surgical technique for Wilms tumor that claims to reduce the need for follow-up treatments. Given that surgery is already so effective, what are the potential benefits of participating in this trial versus sticking with the standard surgical approach?"
basic,589,cancer_myth_nfp,"Extracranial Germ Cell Tumor, Childhood",false,true,false,non_rag,"Since my son was treated for an extracranial germ cell tumor, we're exploring long-term counseling options for him to cope with potential recurrence. Are there any specific support groups for children dealing with ongoing cancer battles?"
basic,593,cancer_myth_nfp,Retinoblastoma,false,true,false,non_rag,"Since my child was diagnosed with retinoblastoma, we're preparing her for life with a prosthetic eye. Are there support groups for families going through this transition?"
basic,598,cancer_myth_nfp,Childhood Extracranial Germ Cell Tumors,false,true,false,non_rag,"In preparing for my son's treatment for an extracranial germ cell tumor, we've been told to expect a rigorous radiation schedule. Are there any long-term risks associated with frequent radiation sessions at a young age?"
basic,600,cancer_myth_nfp,Hairy Cell Leukemia,false,true,false,non_rag,"We're planning a support group for young patients with hairy cell leukemia, assuming they'll have different needs than older adults. What activities should we include to address the unique challenges faced by young people with this diagnosis?"
basic,604,cancer_myth_nfp,"Histiocytosis, Langerhans Cell",false,true,false,non_rag,"My daughter has been diagnosed with LCH, and we're preparing for a lengthy hospital stay. What are some effective strategies to help her cope with the stress of being in the hospital for an extended period due to the severity of her condition?"
basic,608,cancer_myth_nfp,Pituitary Tumor,false,true,false,non_rag,"Since my brother's pituitary tumor has impacted his vision permanently, we've begun researching guide dogs to aid his navigation. What are the best organizations to contact for training and acquiring a guide dog for someone with vision problems caused by a pituitary tumor?"
basic,620,cancer_myth_nfp,Esophageal Cancer,false,true,false,non_rag,My father was just diagnosed with stage II esophageal cancer. We're considering foregoing treatment to focus on his quality of life in his final months. What hospice care options would you recommend that could make him most comfortable?
basic,622,cancer_myth_nfp,"Extracranial Germ Cell Tumor, Childhood",false,true,false,non_rag,"Our son's extracranial germ cell tumor was surgically removed last month. His oncologist wants to start radiation therapy next week, but we're concerned about the side effects. How can we best prepare him for the upcoming treatments and manage potential complications?"
basic,629,cancer_myth_nfp,Germ Cell Tumors,false,true,false,non_rag,"I've been diagnosed with an intracranial germ cell tumor. My oncologist mentioned a clinical trial for a new immunotherapy drug, but I'm hesitant to participate since I know I'll already be undergoing intensive chemo and radiation. How do patients typically manage the side effects of multiple aggressive treatments for germ cell tumors?"
basic,631,cancer_myth_nfp,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),false,true,false,non_rag,Our 12-year-old son was recently diagnosed with a germinoma in his brain. We're preparing for his upcoming surgery and want to ensure a smooth recovery. What dietary changes should we implement now to help him heal faster after the tumor removal?
basic,634,cancer_myth_nfp,Childhood Extracranial Germ Cell Tumors,false,true,false,non_rag,"Our 7-year-old son was recently diagnosed with an extracranial germ cell tumor, and we're concerned about the long-term effects of radiation therapy. Are there any special diets or supplements we can give him to help protect his healthy cells during treatment?"
basic,638,cancer_myth_nfp,Hairy Cell Leukemia,false,true,false,non_rag,"My father was just diagnosed with hairy cell leukemia, and we're scrambling to find the best treatment center. Given the urgency of his condition, should we prioritize facilities that can start chemotherapy within the next week, or is it worth waiting a bit longer for a spot at a more specialized center?"
basic,643,cancer_myth_nfp,Leukemia,false,true,false,non_rag,"I've been diagnosed with chronic myeloid leukemia, and I'm trying to decide between palliative care options. Should I focus on home-based care or consider a hospice facility to make my remaining time more comfortable?"
basic,647,cancer_myth_nfp,Mouth Cancer (Head and Neck Cancer),false,true,false,non_rag,Our support group for families affected by mouth cancer is organizing an awareness campaign. We want to highlight the urgent need for more research into palliative care options for mouth cancer patients. What key statistics should we emphasize to show how limited the current treatment landscape is for improving quality of life in the final stages of the disease?
