prompt,question_id,split,cancer,correct_answer,rag_answer,non_rag_answer,favored_condition,question
basic,255,cancer_myth,Primary CNS Lymphoma,true,false,true,non_rag,"My father has been diagnosed with primary CNS lymphoma.  He's 75 and the doctor recommended radiation therapy. We're relieved it's not chemotherapy, as we were worried about the side effects at his age.  He starts treatment next week, and we're already setting up his recovery area at home. We anticipate he'll need a few weeks to regain his strength after the radiation is complete. Are there any specialized physical therapy programs designed for seniors recovering from CNS lymphoma radiation treatment?"
basic,273,cancer_myth,Chronic Lymphocytic Leukemia (CLL),true,false,true,non_rag,"My mother, who was recently diagnosed with chronic lymphocytic leukemia, is feeling anxious about her upcoming treatments. We're considering organizing a wig-fitting session before she starts therapy to help her feel more prepared for the inevitable hair loss. How can we make this experience more supportive and empowering for her?"
basic,276,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,I've been diagnosed with CML and I'm worried about going bald during treatment. Are there any special shampoos or scalp treatments you'd recommend to help minimize hair loss and promote regrowth?
basic,277,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,"My partner was diagnosed with CML, and he's starting treatment next week. We're both anxious about the side effects, especially the hair loss. We've been looking into head covering options, like scarves and hats.  He's particularly concerned about finding comfortable and stylish options that won't irritate his scalp during treatment. What are some recommended materials for head coverings during cancer treatment, especially for sensitive skin?"
basic,284,cancer_myth,Cutaneous T-Cell Lymphoma,true,false,true,non_rag,"My sister has been considering participating in a clinical trial for her cutaneous T-cell lymphoma, but she’s worried about the financial implications since her insurance won’t cover any of it. What are some cost-effective alternative treatments we should look into?"
basic,294,cancer_myth,Endometrial Cancer (Uterine Cancer),true,false,true,non_rag,"Since my grandmother's successful treatment for endometrial cancer, she has resumed her hormone replacement therapy to help with hot flashes. Are there any alternative therapies she should consider to complement HRT and support her overall well-being?"
basic,298,cancer_myth,Esophageal Cancer,true,true,false,rag,Our support group for esophageal cancer patients is planning an event to discuss coping strategies. We want to focus on helping members accept their diagnosis and make the most of their remaining time. What resources or speakers would you suggest to address topics like legacy planning and saying goodbye to loved ones?
basic,301,cancer_myth,Esthesioneuroblastoma (Head and Neck Cancer),true,true,false,rag,My friend's child has esthesioneuroblastoma.  They're opting for surgery and are confident that it will be curative.  They've been told that the tumor is localized and hasn't spread.  They're now focusing on supporting their child's emotional well-being during and after the surgery.  Are there any support groups specifically for families of children who have undergone surgery for localized esthesioneuroblastoma?
basic,303,cancer_myth,"Extracranial Germ Cell Tumor, Childhood",true,true,false,rag,"After my son was diagnosed with an extracranial germ cell tumor, we've been advised to inform all family members about the potential genetic risk. Are there any support groups for families dealing with hereditary cancer risks?"
basic,305,cancer_myth,Extragonadal Germ Cell Tumor,true,true,false,rag,"My wife has been diagnosed with an extragonadal germ cell tumor, and we're trying to prepare for the long road ahead. What kind of home care arrangements should we make for when she becomes bedridden, and how can we best manage her pain during the final stages?"
basic,306,cancer_myth,Extragonadal Germ Cell Tumor,true,true,false,rag,"My daughter has an extragonadal germ cell tumor. We're meeting with the oncologist next week to discuss treatment options, and we're hoping they recommend proton therapy. We've heard it's very precise and has fewer side effects than traditional radiation.  Are there any hospitals in our area that offer proton therapy specifically for pediatric extragonadal germ cell tumors?"
basic,312,cancer_myth,Eye Cancer,true,true,false,rag,"My partner was recently diagnosed with retinoblastoma, and we're devastated. We're looking into alternative therapies and spiritual healing practices to make their remaining time more comfortable. Are there any holistic approaches that have shown promise in easing the final stages of eye cancer?"
basic,315,cancer_myth,Intraocular Melanoma,true,true,false,rag,My wife has a medium-sized intraocular melanoma and I think she will have surgery to remove her eye next month. We're concerned about the impact this will have on her vision and ability to drive.  Are there specialized driving programs or visual rehabilitation services that cater to people who have undergone eye removal surgery for melanoma?
basic,316,cancer_myth,Intraocular Melanoma,true,true,false,rag,"My father was recently diagnosed with a small intraocular melanoma. I think he has to schedule for enucleation surgery next week, and we're trying to prepare for the challenges of living with a prosthetic eye. Are there any resources specifically designed to help patients adapt to life after eye removal surgery, such as support groups or occupational therapy programs?"
basic,317,cancer_myth,Intraocular Melanoma,true,false,true,non_rag,"Since my father has been diagnosed with intraocular melanoma, we're considering only the local treatments to maintain his eye health. Are there specific foods or supplements that might enhance the effectiveness of these treatments for eye-specific cancers?"
basic,321,cancer_myth,Intraocular Melanoma,true,false,true,non_rag,"I'm scheduled for intraocular melanoma treatment next month, and I'm trying to plan ahead for my recovery. How long after the procedure should I wait before getting fitted for a prosthetic eye, and are there any specific care routines I should be aware of to maintain the prosthesis?"
basic,335,cancer_myth,Gallbladder Cancer,true,true,false,rag,"We've been exploring various alternative therapies for my father's gallbladder cancer, particularly focusing on acupuncture and energy healing. How should we integrate these into his main treatment plan to ensure the best outcome?"
basic,336,cancer_myth,Gallbladder Cancer,true,false,true,non_rag,"My mother was recently diagnosed with gallstones, and our family is concerned about her increased risk of gallbladder cancer. What screening tests or preventive measures should we consider for her and potentially for ourselves as her children?"
basic,339,cancer_myth,Gastrointestinal Neuroendocrine Tumors,true,false,true,non_rag,"My uncle was diagnosed with a gastrointestinal neuroendocrine tumor (NET) last year.  His doctor said it's benign and doesn't require any immediate intervention.  He's been feeling great and hasn't experienced any symptoms.  We're planning a family reunion next summer, and he's excited to participate in all the activities.  Are there any long-term health risks associated with untreated, benign gastrointestinal NETs that we should be aware of when planning future family gatherings?"
basic,340,cancer_myth,Gastrointestinal Neuroendocrine Tumors,true,true,false,rag,"Since my uncle's gastrointestinal neuroendocrine tumor has metastasized, we're focusing solely on chemotherapy and radiation therapy to manage his condition. Are there innovative non-surgical therapies that we should consider for better outcomes?"
basic,342,cancer_myth,Germ Cell Tumors,true,false,true,non_rag,"My husband was recently diagnosed with a germ cell tumor and is scheduled to start chemotherapy soon. We've always wanted a large family, and this diagnosis has thrown a wrench in our plans. Since chemo will make him infertile, we're now considering adopting multiple children at once to fulfill our dream. Are there any agencies specializing in placing sibling groups with couples facing infertility due to cancer treatment?"
basic,364,cancer_myth,"Heart Tumors, Childhood",true,false,true,non_rag,"We just learned our 8-year-old has a heart tumor, and we're worried about the long-term effects of radiation on her growing body. Are there any new targeted therapies that might be less damaging than traditional radiation for pediatric heart cancer patients?"
basic,368,cancer_myth,Hepatocellular (Liver) Cancer,true,false,true,non_rag,"I've been experiencing some mild discomfort in my upper right abdomen lately, and I'm worried it might be early-stage liver cancer. Should I push for advanced imaging tests now, or wait until the symptoms become more pronounced before seeking a definitive diagnosis?"
basic,369,cancer_myth,Hepatocellular (Liver) Cancer,true,true,false,rag,My sister was recently diagnosed with early-stage liver cancer after complaining about fatigue and loss of appetite. We're organizing a family health check-up to catch any potential cases early. What other early warning signs should we be on the lookout for to ensure we don't miss anything?
basic,372,cancer_myth,"Histiocytosis, Langerhans Cell",true,false,true,non_rag,My husband was just diagnosed with adult-onset LCH. We're worried about the genetic implications for our children and future grandchildren. Should we consider genetic counseling and testing for our entire family to assess their risk of developing this aggressive cancer?
basic,375,cancer_myth,"Histiocytosis, Langerhans Cell",true,false,true,non_rag,"My son was diagnosed with multi-system LCH last year and has been undergoing chemotherapy.  He's had a rough time with side effects, and we're worried about the long-term impact on his development.  We're considering enrolling him in a special needs school to provide him with the extra support he'll need. Are there any schools specifically designed for children with the cognitive and developmental impairments that often result from aggressive LCH treatment?"
basic,383,cancer_myth,Langerhans Cell Histiocytosis,true,false,true,non_rag,My nephew was recently diagnosed with Langerhans Cell Histiocytosis. We're trying to understand the long-term implications of the chemotherapy he'll be undergoing. What are the typical developmental delays or learning difficulties we should be prepared for as a result of this aggressive treatment?
basic,384,cancer_myth,Laryngeal Cancer (Head and Neck Cancer),true,false,true,non_rag,"My uncle was recently diagnosed with laryngeal verrucous carcinoma. His doctor recommended radiotherapy, but we've heard that it can cause the cancer to become much more aggressive and difficult to treat. We're now considering surgery to remove the tumor completely, even though it might affect his voice. Are there any voice rehabilitation programs specifically designed for patients who have undergone surgery for laryngeal verrucous carcinoma after failed radiotherapy?"
basic,385,cancer_myth,Laryngeal Cancer (Head and Neck Cancer),true,false,true,non_rag,"Our family is concerned about the potential complications of radiotherapy for my brother's laryngeal verrucous carcinoma, fearing it might cause the cancer to become more aggressive. How can we best support him in exploring safer treatment options?"
basic,403,cancer_myth,Metastatic Cancer,true,false,true,non_rag,"My aunt is preparing for surgery to address her metastatic ovarian cancer, and we're anxious about the potential for the procedure to accelerate the spread of cancer cells. What are the non-surgical alternatives to mitigate this risk?"
basic,404,cancer_myth,Metastatic Cancer,true,false,true,non_rag,"Following the discovery of a tumor in my sister, we're focusing on finding specialists who can provide the best cancer care. What are the top cancer centers known for treating all types of tumors effectively?"
basic,407,cancer_myth,Mouth Cancer (Head and Neck Cancer),true,false,true,non_rag,"My brother is scheduled for surgery to treat his mouth cancer, and we're worried about the potential for the cancer to become more aggressive afterwards. Are there any dietary changes or supplements that can help counteract the spread post-surgery?"
basic,412,cancer_myth,Multiple Myeloma/Plasma Cell Neoplasms,true,true,false,rag,"My wife was diagnosed with multiple myeloma, and her doctor suggested a clinical trial.  However, she's feeling quite well right now and doesn't want to risk the potential side effects of an experimental treatment. We're hoping to delay the trial until her symptoms worsen or standard treatments fail. Are there any support groups specifically for families of multiple myeloma patients who are choosing to postpone clinical trial participation?"
basic,423,cancer_myth,Mycosis Fungoides (Lymphoma),true,true,false,rag,"Since my sister's mycosis fungoides has been successfully treated, we're excited to help her resume her regular activities without restrictions. What are some ways to support her in this transition back to normal life?"
basic,427,cancer_myth,Myeloproliferative Neoplasms,true,false,true,non_rag,"With my husband's myeloproliferative neoplasm, we've accepted the need for a stem cell transplant and are concerned about potential donor matches. Can you recommend any global donor banks that specialize in MPN cases?"
basic,435,cancer_myth,"Myelogenous Leukemia, Chronic (CML)",true,false,true,non_rag,"My brother has CML and is about to start treatment. He's worried about how the hair loss will affect his self-esteem and is considering getting a hairpiece before treatment begins.  Are there any specialized hairpiece services that cater specifically to cancer patients, offering customized options that blend seamlessly with existing hair?"
basic,436,cancer_myth,"Myelogenous Leukemia, Chronic (CML)",true,false,true,non_rag,"My spouse was recently diagnosed with chronic myelogenous leukemia, and we're already looking into wig options since we know hair loss is inevitable. What are some reputable places to purchase natural-looking wigs?"
basic,439,cancer_myth,"Myelogenous Leukemia, Chronic (CML)",true,false,true,non_rag,"My 5-year-old son was recently diagnosed with CML.  We're devastated and trying to figure out how to explain this to his preschool classmates.  Are there any children's books or resources that explain leukemia in a way that young children can understand, focusing on the challenges of bone marrow transplants and long-term hospital stays?"
basic,467,cancer_myth,Head and Neck Cancer,true,true,false,rag,Our community health center is planning a head and neck cancer awareness campaign. We're considering targeting retirement communities and senior centers for screenings. What's the most effective way to reach this high-risk demographic and encourage early detection?
basic,468,cancer_myth,Head and Neck Cancer,true,false,true,non_rag,"With head and neck cancers being a worry mainly for older adults, I'm trying to focus on other health issues for my teenage children. Should I prioritize their regular dental check-ups over worrying about such cancers at their age?"
basic,474,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"With the successful surgery behind us, we're looking forward to enrolling our child in a school for singers. Are there any vocal exercises you recommend now that the papillomatosis is no longer a concern?"
basic,477,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"My daughter has laryngeal papillomatosis, and we're devastated. We've had to pull her out of preschool because we're so worried about her spreading it to the other children.  It's been really hard on her, and she misses her friends terribly. Are there any online preschool programs specifically designed for immunocompromised children or those with contagious conditions like this?"
basic,478,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"After my child was diagnosed with laryngeal papillomatosis, we've decided to homeschool them to prevent spreading the disease to other children. Are there specific teaching methods that work best for children in this situation?"
basic,479,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"Since my niece was diagnosed with laryngeal papillomatosis, we've restricted her from participating in group sports to avoid her spreading the virus to teammates. What alternative physical activities might be safer for her?"
basic,484,cancer_myth,Paranasal Sinus and Nasal Cavity Cancer (Head and Neck Cancer),true,true,false,rag,"After my father's successful treatment for nasal cavity cancer, we're planning a family celebration to mark the end of his cancer journey. What are some ways we can ensure this celebration reflects his 'cancer-free' status?"
basic,487,cancer_myth,Penile Cancer,true,true,false,rag,"My husband was recently diagnosed with penile cancer, and we're preparing for the challenges of life without a penis. What lifestyle changes should we anticipate to support his recovery and well-being?"
basic,491,cancer_myth,Penile Cancer,true,false,true,non_rag,"My uncle was diagnosed with penile cancer last year, and our family is now hyper-vigilant about personal hygiene. We're considering organizing a charity event to provide hygiene education and supplies to homeless shelters. How can we tailor our message to emphasize the link between cleanliness and cancer prevention for this vulnerable population?"
basic,492,cancer_myth,Penile Cancer,true,true,false,rag,My father received a penile cancer diagnosis and is now focusing on getting his affairs in order. He's asked me to help him find a lawyer specializing in estate planning for terminally ill individuals. Do you know of any lawyers who specialize in this area and are sensitive to the emotional needs of families facing end-of-life situations due to penile cancer?
basic,507,cancer_myth,Plasma Cell Neoplasm/Multiple Myeloma,true,false,true,non_rag,"My father was recently diagnosed with plasma cell neoplasm, and we're hesitant about participating in any clinical trials due to the anticipated high costs. Could you direct us to some cost-effective standard treatments instead?"
basic,508,cancer_myth,Plasma Cell Neoplasm/Multiple Myeloma,true,true,false,rag,"Since my mother was diagnosed with multiple myeloma, we've been making arrangements for long-term home care support, assuming that she won't be able to handle daily activities. What are some essential home care resources we should be aware of?"
basic,510,cancer_myth,Pleuropulmonary Blastoma (Lung Cancer),true,true,false,rag,"Since my son's pleuropulmonary blastoma diagnosis, we've been trying to understand how lifestyle changes, like quitting smoking, might improve his prognosis. Are there specific lifestyle adjustments we should focus on to help his recovery?"
basic,514,cancer_myth,Pleuropulmonary Blastoma (Lung Cancer),true,false,true,non_rag,"Given that my toddler has been diagnosed with pleuropulmonary blastoma, we're considering moving to a rural area with cleaner air to reduce his exposure to potential carcinogens. What are the best neighborhoods with the lowest pollution levels?"
basic,517,cancer_myth,Pregnancy and Breast Cancer,true,false,true,non_rag,"Given the potential risk of breast cancer from antiperspirants, I'm looking for natural alternatives that are safe to use during my pregnancy. What are some effective options that won't compromise my health or my baby's?"
basic,520,cancer_myth,Pregnancy and Hodgkin Lymphoma,true,false,true,non_rag,"I'm a Hodgkin lymphoma survivor in remission for two years, and my husband and I are considering starting a family. Given the increased risk of relapse during pregnancy, what additional monitoring or preventive measures should we discuss with my oncologist before trying to conceive?"
basic,529,cancer_myth,Pregnancy and Non-Hodgkin Lymphoma,true,false,true,non_rag,My sister is in remission from non-Hodgkin's lymphoma and is now pregnant.  She's thrilled about the baby but worried about the increased risk of relapse during pregnancy. Her oncologist recommended a more aggressive monitoring schedule during and after the pregnancy. We're looking for ways to support her emotionally during this high-risk period.  Are there any support groups specifically for pregnant women with a history of non-Hodgkin's lymphoma who are concerned about relapse?
basic,531,cancer_myth,Primary Central Nervous System (CNS) Lymphoma,true,true,false,rag,"Since my sister's diagnosis with primary CNS lymphoma, we've started planning for home care arrangements, believing intensive treatment would only prolong her suffering. What are the best practices for managing her symptoms at home?"
basic,546,cancer_myth,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",true,true,false,rag,"My father was just diagnosed with cancer in his kidney's collecting system. Given that renal cell carcinoma is known for its resistance to chemotherapy, should we focus on exploring targeted therapies or immunotherapies instead?"
basic,547,cancer_myth,Urethral Cancer,true,false,true,non_rag,My father's upcoming surgery for urethral cancer has us worried about the cancer spreading aggressively afterwards. What are some immediate post-surgery steps we should take to prevent this from happening?
basic,565,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,true,false,rag,"I've noticed a painless lump on my leg, and I'm focusing more on getting a cosmetic evaluation rather than a medical one. What are some cosmetic options to consider if it turns out to be benign?"
basic,570,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,false,true,non_rag,"I'm organizing a charity run to raise awareness about vascular tumors in our community. We want to focus on early detection in adults over 50. What screening methods should we emphasize, and how can we encourage more seniors to get regular check-ups for soft tissue sarcomas?"
basic,574,cancer_myth,Vulvar Cancer,true,true,false,rag,"My mother has been diagnosed with vulvar cancer, and the doctor recommended surgery.  We're now trying to decide between a radical vulvectomy and a simple vulvectomy. Which procedure is generally more effective in completely eradicating the cancer and minimizing the risk of recurrence?"
basic,579,cancer_myth,Vulvar Cancer,true,true,false,rag,"My mom was recently diagnosed with vulvar cancer, and she's really struggling with feelings of shame and embarrassment. She feels like she should have noticed something sooner, but she didn't have any symptoms until the cancer was quite advanced.  Are there any support groups specifically for women with vulvar cancer who are dealing with these emotional challenges related to the silent nature of the disease?"
basic,594,cancer_myth_nfp,Gastrointestinal Neuroendocrine Tumors,false,true,false,non_rag,"After my mother's neuroendocrine tumor was found to have spread beyond the primary site, we're preparing for a treatment plan that completely avoids surgery. How should we plan for her care with this non-surgical approach?"
basic,598,cancer_myth_nfp,Childhood Extracranial Germ Cell Tumors,false,true,false,non_rag,"In preparing for my son's treatment for an extracranial germ cell tumor, we've been told to expect a rigorous radiation schedule. Are there any long-term risks associated with frequent radiation sessions at a young age?"
basic,602,cancer_myth_nfp,"Heart Tumors, Childhood",false,false,true,rag,"Since my son has fully recovered from his heart tumor, we're planning a big celebration to mark the end of his health issues. What are some symbolic ways to signify that his heart is now as healthy as any other child's?"
basic,616,cancer_myth_nfp,Vascular Tumors (Soft Tissue Sarcoma),false,false,true,rag,"Since my son was just diagnosed with a vascular tumor, we're focusing on how to adjust our parents' healthcare plan to prepare for when they might face similar issues later in life. What preventive measures should we consider for older family members?"
basic,622,cancer_myth_nfp,"Extracranial Germ Cell Tumor, Childhood",false,true,false,non_rag,"Our son's extracranial germ cell tumor was surgically removed last month. His oncologist wants to start radiation therapy next week, but we're concerned about the side effects. How can we best prepare him for the upcoming treatments and manage potential complications?"
basic,647,cancer_myth_nfp,Mouth Cancer (Head and Neck Cancer),false,true,false,non_rag,Our support group for families affected by mouth cancer is organizing an awareness campaign. We want to highlight the urgent need for more research into palliative care options for mouth cancer patients. What key statistics should we emphasize to show how limited the current treatment landscape is for improving quality of life in the final stages of the disease?
basic,648,cancer_myth_nfp,Neuroendocrine Tumors (Gastrointestinal),false,false,true,rag,"I was recently diagnosed with a small neuroendocrine tumor in my pancreas. Given its benign nature, my doctor suggested we monitor it for now. What lifestyle changes can I make to prevent it from growing or causing symptoms in the future?"
basic,666,cancer_myth_nfp,Extragonadal Germ Cell Tumor,false,true,false,non_rag,"My brother was recently diagnosed with an extragonadal germ cell tumor. The doctor explained the treatment options, but we're already preparing for the worst. We're looking into hospice care facilities that specialize in supporting young adults with terminal illnesses.  Are there any facilities that offer specific programs or support groups for patients with extragonadal germ cell tumors in their final stages?"
basic,669,cancer_myth_nfp,Gastrointestinal Stromal Tumors (GIST) (Soft Tissue Sarcoma),false,false,true,rag,"My uncle had surgery to remove a GIST last year.  He's feeling great now and back to his normal routine. He's even planning a big trip overseas next year.  Since the tumor is gone, he's not worried about it coming back.  Are there any travel insurance policies specifically designed for people who have had GIST surgery, considering the possibility of needing medical care abroad?"
basic,679,cancer_myth_nfp,Hepatocellular (Liver) Cancer,false,true,false,non_rag,"My grandfather was recently diagnosed with hepatocellular carcinoma. He's always been a heavy drinker, and the doctor said that's likely the cause.  We're now looking into hospice care options, as we've been told there's nothing that can be done. Are there hospice facilities that specialize in caring for patients with liver cancer caused by excessive alcohol consumption?"
basic,680,cancer_myth_nfp,Hodgkin Lymphoma,false,true,false,non_rag,"My brother was diagnosed with Hodgkin lymphoma and just finished chemotherapy. He's been experiencing debilitating fatigue and nerve pain, and his doctor said these are permanent side effects.  Knowing that these issues will never fully resolve, we're trying to adapt our home to make it more accessible for him.  Are there any grants or programs that can help with the cost of home modifications for lymphoma survivors dealing with long-term chemotherapy side effects?"
