question_id,answer
628,true
630,false
634,false
631,false
635,false
633,false
639,false
636,false
637,true
632,false
638,false
641,true
640,true
644,false
643,true
642,false
646,false
647,true
649,true
645,false
650,false
648,true
654,true
651,false
653,false
659,false
658,true
657,false
660,false
661,false
656,true
663,false
664,true
662,true
655,false
666,true
667,false
665,true
668,true
672,false
669,true
671,false
673,false
676,true
670,false
678,true
674,false
680,true
675,true
681,true
677,true
652,false
682,false
686,false
679,true
683,true
685,false
687,true
684,false
690,false
688,false
689,true
692,false
691,false
694,true
693,true
697,false
695,false
696,false
699,true
698,true
700,false
701,false
702,true
705,true
703,true
704,false
706,true
707,true
709,true
710,true
712,false
713,true
714,false
716,true
717,true
719,true
718,true
721,false
715,true
720,true
722,true
723,false
724,false
725,true
729,true
711,true
708,true
733,true
732,false
731,false
726,false
735,false
728,true
730,false
734,true
727,false
